"Family","Type","Method","File","Line","Route"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<CCMBKDINCAH>> ADMFNGBFPIE(System.String CNBKKCJAHPP, GNPDMBPGHBH+EHKGCEONBIB DKLJMLFNEEN = 0, System.Nullable`1<GNPDMBPGHBH+OPHEGMJHPAD> LBFLCMJFDPC = null)","GNPDMBPGHBH.txt","9248","api/playerevents/v1/search?"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<NMKMJKIHDNE>> JBOMFDKLBOI(System.String CNBKKCJAHPP)","GNPDMBPGHBH.txt","8935","api/playerevents/v1/searchlive?"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<System.String>> LIPBAJOAIJC(GNPDMBPGHBH+FFCCJHEPNDK KINAEJLCDEG)","GNPDMBPGHBH.txt","9697","api/playerevents/v1/tagfilters"
"player-events","GNPDMBPGHBH","RecRoom.Async.IPromise`1<LLNPLLBEJBE> BBPEHLACMLH(System.Int64 HNHLJONGKHB, System.Nullable`1<System.Int64> FODGKNJIGOP, System.Nullable`1<System.Int64> AOMBLGBCENO, System.String MMBOKOLAJFH, System.String LJIGOCDPEJF, System.Collections.Generic.List`1<System.String> CAFPJPHILMN, System.String HFLPBHHAFIO, System.DateTime JODPOANPJNK, System.DateTime BCANLCHBKJE, CMCAFKLAHCD PONCIIJOHIE)","GNPDMBPGHBH.txt","4067","api/playerevents/v2"
"players","EBAIPNMBKLK","RecRoom.Async.IPromise`1<JGEBJEJLNBK> JNLDMDCGHHJ(System.Int32 GKLPIFBPGOD)","EBAIPNMBKLK.txt","1231","/api/playerReputation/v1/{0}"
"players","EBAIPNMBKLK","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<JGEBJEJLNBK>> KGPDFJMKJKL(System.Collections.Generic.List`1<System.Int32> ILNGMAANNDG)","EBAIPNMBKLK.txt","1631","/api/playerReputation/v1/bulk"
"players","ACJLCBNBJDK","RecRoom.Async.IPromise`1<NFMBDLEJEDD> AAGPDEDFCNI(System.Int32 GKLPIFBPGOD)","ACJLCBNBJDK.txt","1673","/api/players/v1/progression/{0}"
"players","ACJLCBNBJDK","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<NFMBDLEJEDD>> MCFMHADBDBI(System.Collections.Generic.List`1<System.Int32> ILNGMAANNDG)","ACJLCBNBJDK.txt","2051","/api/players/v1/progression/bulk"
"players","ACJLCBNBJDK","System.Void EIFPPIPOIHB(System.Collections.Generic.List`1<ProgressionManager+PIHHFPDKFAG> DBDFCMJFNEC)","ACJLCBNBJDK.txt","816","api/players/v2/objectives"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<NMPFCIJPODA> CFKDADKHAGB()","EJDCNGBEICB.txt","2687","featuredrooms/current"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise OFACCDEDIHE(System.Int64 DDMPFMPILCE)","EJDCNGBEICB.txt","6619","playlists/{0}"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> POOBMHAAMLJ(System.Int64 DDMPFMPILCE)","EJDCNGBEICB.txt","2192","playlists/{0}"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<KMKPEOGJDFK> PDLNHHAPPIP(System.Int64 DDMPFMPILCE)","EJDCNGBEICB.txt","1659","playlists/{0}"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> KLHJFKPFPIC(System.Int64 DDMPFMPILCE, DPLPMKMFMPB PONCIIJOHIE)","EJDCNGBEICB.txt","7323","playlists/{0}/accessibility"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> EPJMNNPLNDM(System.Int64 DDMPFMPILCE, System.String LJIGOCDPEJF)","EJDCNGBEICB.txt","6839","playlists/{0}/description"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> CKMILKDKDCN(System.Int64 DDMPFMPILCE, System.String HFLPBHHAFIO)","EJDCNGBEICB.txt","6955","playlists/{0}/image"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<CJODCLDGFCF> AINDJCIMJOB(System.Int64 DDMPFMPILCE)","EJDCNGBEICB.txt","8600","playlists/{0}/interactionby/me"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise CIPEENNIAFL(System.Int64 DDMPFMPILCE)","EJDCNGBEICB.txt","8733","playlists/{0}/interactionby/me/cheer"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise LONLMONNPGL(System.Int64 DDMPFMPILCE)","EJDCNGBEICB.txt","8665","playlists/{0}/interactionby/me/cheer"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise GDELFOHOPGF(System.Int64 DDMPFMPILCE)","EJDCNGBEICB.txt","8801","playlists/{0}/interactionby/me/favorite"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise NLNKEGDKFCG(System.Int64 DDMPFMPILCE)","EJDCNGBEICB.txt","8869","playlists/{0}/interactionby/me/favorite"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> PPBLDOPNJKC(System.Int64 DDMPFMPILCE, System.Boolean NNBHCDIKILH)","EJDCNGBEICB.txt","7582","playlists/{0}/levelvoting"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> NINPMBNNHMG(System.Int64 DDMPFMPILCE, System.String MMBOKOLAJFH)","EJDCNGBEICB.txt","6723","playlists/{0}/name"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> LDLJKJLNLEE(System.Int64 DDMPFMPILCE, System.Boolean DDMOEIAHJBK, System.Boolean FOBLJIBLCNI, System.Boolean GELHFEFGJLA, System.Boolean NFIGHDPKLJF)","EJDCNGBEICB.txt","7454","playlists/{0}/restrictions"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> JBMCPFHGIMD(System.Int64 DDMPFMPILCE, System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","7765","playlists/{0}/rooms/{1}"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> NLOEBFMNCFM(System.Int64 DDMPFMPILCE, System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","7679","playlists/{0}/rooms/{1}"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> ALCFNJJHDMG(System.Int64 DDMPFMPILCE, System.Collections.Generic.IReadOnlyList`1<System.String> LBAOCHFCLPO, System.Collections.Generic.IReadOnlyList`1<System.String> CAFPJPHILMN)","EJDCNGBEICB.txt","7080","playlists/{0}/tags"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<BMFAGMFKODA> KEADPPJCJGG(System.Int64 DDMPFMPILCE, GPDIAKNEBKH LEFPAAGGFFA, System.String NLEBEKDHJIJ)","EJDCNGBEICB.txt","7206","playlists/{0}/warning"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KMKPEOGJDFK>> KHMJIKNHJHP(System.Collections.Generic.IReadOnlyList`1<System.Int64> ANIKDNFLDIG)","EJDCNGBEICB.txt","1896","playlists/bulk"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KMKPEOGJDFK>> KHMJIKNHJHP(System.Collections.Generic.IReadOnlyList`1<System.String> CJMAAFFAKDO)","EJDCNGBEICB.txt","2068","playlists/bulk"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KMKPEOGJDFK>> EFFMOEGALDB()","EJDCNGBEICB.txt","2400","playlists/cheeredby/me"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KMKPEOGJDFK>> PLPMPFDOICH()","EJDCNGBEICB.txt","2361","playlists/createdby/me"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KMKPEOGJDFK>> FAMGMKHMCIN()","EJDCNGBEICB.txt","2439","playlists/favoritedby/me"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KMKPEOGJDFK>> OMMENACPKGH()","EJDCNGBEICB.txt","2478","playlists/visitedby/me"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<HJKAOMOICJG> EBBHGHEGBKG(System.Collections.Generic.IReadOnlyList`1<System.String> CAFPJPHILMN)","EJDCNGBEICB.txt","2645","roomsandplaylists/hot"
"playlists","EJDCNGBEICB","RecRoom.Async.IPromise`1<HJKAOMOICJG> HFHDFLDCIEM(System.String CNBKKCJAHPP)","EJDCNGBEICB.txt","2560","roomsandplaylists/search"
"quickplay","ADOIEPDDEBO","RecRoom.Async.IPromise CPGECIJBBKF()","ADOIEPDDEBO.txt","358","api/quickPlay/"
"reporting","KHGPLGBHIAH","System.Void PPOCPFGCALB(LGFHFDMDJKK GIGKODMKKHJ, System.Action`2<System.Single, System.Single> DFPGDEOCNIH, System.Action`2<System.Boolean, LGFHFDMDJKK> AFLPGGJMPOE)","KHGPLGBHIAH.txt","2838","{0}/api/userreporting"
"reporting","LCCEEFHOBEN","RecRoom.Async.IPromise`1<System.String> LONDNAJPCEE()","LCCEEFHOBEN.txt","2149","api/banappeal/generateCode"
"reporting","LCCEEFHOBEN","RecRoom.Async.IPromise FCPPPBKJFGK(LCCEEFHOBEN+OAODPJFGPAF GEDCEIDOKJL, System.String NGPMADFHHKP, System.Nullable`1<System.Int32> IMHODAEGGON = null)","LCCEEFHOBEN.txt","5148","api/PlayerReporting/"
"reporting","LCCEEFHOBEN","RecRoom.Async.IPromise IEAOIIFNOGN(System.String PLDIBPNDJIO)","LCCEEFHOBEN.txt","4715","api/PlayerReporting/"
"reporting","LCCEEFHOBEN","RecRoom.Async.IPromise`1<HOGFDJNNMHM> NEFPDKLMDHK()","LCCEEFHOBEN.txt","895","api/PlayerReporting/"
"reporting","LCCEEFHOBEN","RecRoom.Async.IPromise`1<KLAMKCBENEA> EKIAMDFOLJM(System.Int64 CJFGEMGOJHB, System.Boolean MAOOLFEBOOD, System.String EMNPHAPBBAH)","LCCEEFHOBEN.txt","4216","api/PlayerReporting/"
"reporting","LCCEEFHOBEN","RecRoom.Async.IPromise`1<KLAMKCBENEA> FFPIOECGNBI(System.Int32 CJFGEMGOJHB)","LCCEEFHOBEN.txt","4447","api/PlayerReporting/"
"reporting","LCCEEFHOBEN","RecRoom.Async.IPromise`1<KLAMKCBENEA> HNFAAFGGDML(System.Collections.Generic.List`1<System.Int32> FNNIKBKHAFN)","LCCEEFHOBEN.txt","4586","api/PlayerReporting/"
"reporting","LCCEEFHOBEN","System.Collections.IEnumerator KNAHPBPBPAM(System.Int32 CJFGEMGOJHB, LCCEEFHOBEN+CJFENPHAAHI MEABFEIBEMP, System.String EFDBFLPKHKA, System.Nullable`1<System.Single> HJMMCCKCDEH, BPHGKAEDBPE+OJDJIJDNFHE<KLAMKCBENEA> AFLPGGJMPOE)","LCCEEFHOBEN.txt","1783","api/PlayerReporting/"
"reporting","LCCEEFHOBEN","RecRoom.Async.IPromise HHBLGNHOGLN()","LCCEEFHOBEN.txt","2417","api/PlayerReporting/v1/voteToKickReasons"
"reporting","UserReportingScript","System.Void Start()","UserReportingScript.txt","1174","https://userreporting.cloud.unity3d.com/api/userreporting/projects/{0}/ping"
"room-keys","IOIBJBLIBKM","RecRoom.Async.IPromise`1<BMHHFIGBOFD> ACCJPCMPJMH(System.Int64 BGICHOOBKLD)","IOIBJBLIBKM.txt","1299","api/roomkeys/"
"room-keys","IOIBJBLIBKM","RecRoom.Async.IPromise`1<System.Boolean> HECNNKLKKAG(System.Int64 BGICHOOBKLD)","IOIBJBLIBKM.txt","1517","api/roomkeys/"
"room-keys","IOIBJBLIBKM","RecRoom.Async.IPromise`1<System.Boolean> LAPDFFOJCNP(System.Int32 CJFGEMGOJHB, AMAGKLLBGEC AAHIIDDIBFD)","IOIBJBLIBKM.txt","1866","api/roomkeys/"
"room-keys","IOIBJBLIBKM","System.String JGLHIEEFHKE()","IOIBJBLIBKM.txt","58","api/roomkeys/"
"room-keys","IOIBJBLIBKM","RecRoom.Async.IPromise`1<BCKIBFNPIPD> BIAKPHAECJC(System.String MMBOKOLAJFH, System.String LJIGOCDPEJF, System.Int32 MACNIENMFHJ)","IOIBJBLIBKM.txt","573","api/roomkeys/v1/create"
"room-keys","IOIBJBLIBKM","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<AMAGKLLBGEC>> IGFLECMACBE()","IOIBJBLIBKM.txt","1704","api/roomkeys/v1/mine"
"room-keys","IOIBJBLIBKM","RecRoom.Async.IPromise`1<BCKIBFNPIPD> MLFKLGGPLNM(System.Int64 BGICHOOBKLD, System.String MMBOKOLAJFH = null, System.String LJIGOCDPEJF = null, System.Nullable`1<System.Int32> MACNIENMFHJ = null)","IOIBJBLIBKM.txt","1008","api/roomkeys/v1/update"
"rooms","OJMCBOKJFOF+<>c","RecRoom.Async.IPromise`1<AEBEPCMAABC> <GetFilters>b__114_0()","OJMCBOKJFOF_NestedType___c.txt","1617","api/rooms/v1/filters"
"rooms","OJMCBOKJFOF","RecRoom.Async.IPromise INDDAAGNMHF(System.String LHOMKMINCHH)","OJMCBOKJFOF.txt","12963","api/rooms/v1/verifyRole"
"rooms","OJMCBOKJFOF","RecRoom.Async.IPromise GECDGBACBFP(System.Int64 HNHLJONGKHB, LCCEEFHOBEN+CJFENPHAAHI MEABFEIBEMP, System.String EFDBFLPKHKA)","OJMCBOKJFOF.txt","12627","api/rooms/v2/report"
"rooms","OJMCBOKJFOF","RecRoom.Async.IPromise`1<System.Collections.Generic.IReadOnlyList`1<KLCOGEIGEBJ>> DLPLPKCNLNA(System.Collections.Generic.IReadOnlyList`1<System.String> CAFPJPHILMN)","OJMCBOKJFOF.txt","3238","hot_rooms/"
"rooms","OJMCBOKJFOF+PEBCIEAPGON","System.String CMOIGEDECGM(System.Collections.Generic.IEnumerable`1<System.String> CAFPJPHILMN)","OJMCBOKJFOF_NestedType_PEBCIEAPGON.txt","39","hot_rooms/"
"rooms","OJMCBOKJFOF","RecRoom.Async.IPromise`1<System.Collections.Generic.IReadOnlyList`1<MKAMHOIHOJK>> EBBHGHEGBKG(System.Collections.Generic.IReadOnlyList`1<System.String> CAFPJPHILMN)","OJMCBOKJFOF.txt","4743","hot_roomsandplaylists/"
"rooms","OJMCBOKJFOF+PEBCIEAPGON","System.String MMCLGMMDDJF(System.Collections.Generic.IEnumerable`1<System.String> CAFPJPHILMN)","OJMCBOKJFOF_NestedType_PEBCIEAPGON.txt","121","hot_roomsandplaylists/"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise KHDPHIGPEEH(System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","2923","rooms/{0}"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<KLCOGEIGEBJ> NHBPIIGDAJP(System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","82","rooms/{0}"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> CJKHNIIJFIN(System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","615","rooms/{0}"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> BPDNAMEDJEG(System.Int64 HNHLJONGKHB, DPLPMKMFMPB PONCIIJOHIE)","EJDCNGBEICB.txt","3627","rooms/{0}/accessibility"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> CPFCPEONBGC(System.Int64 HNHLJONGKHB, System.Boolean AMJMLANOGKE)","EJDCNGBEICB.txt","4014","rooms/{0}/automute"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise CCGIGHDHNLM(System.Int64 HNHLJONGKHB, System.Collections.Generic.IReadOnlyList`1<System.Int32> ILNGMAANNDG, KKIHLHLNGCK BFNPCCFPJHP)","EJDCNGBEICB.txt","7939","rooms/{0}/bans"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<EAENIFLCDGI>> CGIPIOMBAFM(System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","7832","rooms/{0}/bans"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise JMCJDGIMKPK(System.Int64 HNHLJONGKHB, System.Int32 GKLPIFBPGOD, KKIHLHLNGCK BFNPCCFPJHP)","EJDCNGBEICB.txt","8186","rooms/{0}/bans/{1}"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise PFEEJDKPPJI(System.Int64 HNHLJONGKHB, System.Int64 MOKIOEJBMFC)","EJDCNGBEICB.txt","8054","rooms/{0}/bans/import"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> OFFECAMHJGE(System.Int64 HNHLJONGKHB, System.String MMBOKOLAJFH)","EJDCNGBEICB.txt","2843","rooms/{0}/clone"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> LJMHBJKDJCE(System.Int64 HNHLJONGKHB, System.Boolean GPAGMKFIKNG)","EJDCNGBEICB.txt","3886","rooms/{0}/cloning"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> FKADIOPHOGC(System.Int64 HNHLJONGKHB, System.Boolean IMHMMPKLGEP)","EJDCNGBEICB.txt","4142","rooms/{0}/comments"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> CFNFNEJGCEF(System.Int64 HNHLJONGKHB, System.String LJIGOCDPEJF)","EJDCNGBEICB.txt","3143","rooms/{0}/description"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> OGFLGMMNMDD(System.Int64 HNHLJONGKHB, System.String HFLPBHHAFIO)","EJDCNGBEICB.txt","3259","rooms/{0}/image"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<CJODCLDGFCF> CKJBGHEIGBI(System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","8266","rooms/{0}/interactionby/me"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise JFBCCIHBKPP(System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","8399","rooms/{0}/interactionby/me/cheer"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise PEKMAJPMCDE(System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","8331","rooms/{0}/interactionby/me/cheer"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise DIFNOPBMBFO(System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","8467","rooms/{0}/interactionby/me/favorite"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise OGBLBGALMDC(System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","8535","rooms/{0}/interactionby/me/favorite"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> ONBIHBFOJKD(System.Int64 HNHLJONGKHB, System.String MMBOKOLAJFH, System.String LJIGOCDPEJF, DPLPMKMFMPB PONCIIJOHIE, System.Boolean DDMOEIAHJBK, System.Boolean FOBLJIBLCNI, System.Boolean GELHFEFGJLA, System.Boolean NFIGHDPKLJF, System.Boolean GPAGMKFIKNG, System.Boolean AMJMLANOGKE, System.Boolean IMHMMPKLGEP, System.Boolean NFJINCPDPDG)","EJDCNGBEICB.txt","6298","rooms/{0}/modify"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> DNOGGKKHMHI(System.Int64 HNHLJONGKHB, System.String MMBOKOLAJFH)","EJDCNGBEICB.txt","3027","rooms/{0}/name"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> FBNHEKCLMCJ(System.Int64 HNHLJONGKHB, NCELIDGFOEM GEDCEIDOKJL, System.String EKGHGPLFMPJ)","EJDCNGBEICB.txt","4862","rooms/{0}/promo_external"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> ACGJJCMFOCH(System.Int64 HNHLJONGKHB, NCELIDGFOEM GEDCEIDOKJL, System.String EKGHGPLFMPJ)","EJDCNGBEICB.txt","4970","rooms/{0}/promo_external/{1}/{2}"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> CFIKOAAOHFH(System.Int64 HNHLJONGKHB, System.String HFLPBHHAFIO)","EJDCNGBEICB.txt","4663","rooms/{0}/promo_images"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> OCCGHPAHGKC(System.Int64 HNHLJONGKHB, System.String HFLPBHHAFIO)","EJDCNGBEICB.txt","4749","rooms/{0}/promo_images/{1}"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> ONEJODPFOMP(System.Int64 HNHLJONGKHB, System.Boolean DDMOEIAHJBK, System.Boolean FOBLJIBLCNI, System.Boolean GELHFEFGJLA, System.Boolean NFIGHDPKLJF)","EJDCNGBEICB.txt","3758","rooms/{0}/restrictions"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<CGCEKBCIHJC>> MIGOLOHAIAL(System.Int64 HNHLJONGKHB)","EJDCNGBEICB.txt","1254","rooms/{0}/roles"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<CGCEKBCIHJC> EKOKFNHHMPI(System.Int64 HNHLJONGKHB, System.Int32 GKLPIFBPGOD)","EJDCNGBEICB.txt","1332","rooms/{0}/roles/{1}"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> GJMGBBCIHGH(System.Int64 HNHLJONGKHB, System.Int32 GKLPIFBPGOD, LMLJHMJEIGM IENKDAKBEDP)","EJDCNGBEICB.txt","4405","rooms/{0}/roles/{1}"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> MJOHJLHDMHB(System.Int64 HNHLJONGKHB, System.Int32 GKLPIFBPGOD, LMLJHMJEIGM IENKDAKBEDP)","EJDCNGBEICB.txt","4543","rooms/{0}/roles/{1}/invite"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> OGNIELCNHIM(System.Int64 HNHLJONGKHB, System.String MMBOKOLAJFH)","EJDCNGBEICB.txt","5487","rooms/{0}/subrooms"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> GGCOGNAGPBP(System.Int64 HNHLJONGKHB, System.Int64 FODGKNJIGOP)","EJDCNGBEICB.txt","5809","rooms/{0}/subrooms/{1}"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> POGEHAMJBPE(System.Int64 HNHLJONGKHB, System.Int64 FODGKNJIGOP, DPLPMKMFMPB PONCIIJOHIE)","EJDCNGBEICB.txt","5369","rooms/{0}/subrooms/{1}/accessibility"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> OGEKCICPACB(System.Int64 HNHLJONGKHB, System.Int64 FODGKNJIGOP)","EJDCNGBEICB.txt","5583","rooms/{0}/subrooms/{1}/clone"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> HOPMJFDKPDL(System.Int64 HNHLJONGKHB, System.Int64 FODGKNJIGOP, System.String MEIIMAIGBJD, System.Collections.Generic.Dictionary`2<System.Int64, System.Int32> PNOBBNPJDLI, System.Int32 OMCLBIFCHLF)","EJDCNGBEICB.txt","5995","rooms/{0}/subrooms/{1}/data"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<DHOCPFIOKHD>> HAMBEABEIOC(System.Int64 HNHLJONGKHB, System.Int64 FODGKNJIGOP)","EJDCNGBEICB.txt","1190","rooms/{0}/subrooms/{1}/datahistory"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> AEBGMLMMKOJ(System.Int64 HNHLJONGKHB, System.Int64 FODGKNJIGOP, System.Int32 FFAGIDMFPIF)","EJDCNGBEICB.txt","5235","rooms/{0}/subrooms/{1}/maxplayers"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> JGMMJMHLHBO(System.Int64 HNHLJONGKHB, System.Int64 FODGKNJIGOP, System.String MMBOKOLAJFH, DPLPMKMFMPB PONCIIJOHIE, System.Int32 FFAGIDMFPIF)","EJDCNGBEICB.txt","6443","rooms/{0}/subrooms/{1}/modify"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> OHHAFAIEFHP(System.Int64 HNHLJONGKHB, System.Int64 FODGKNJIGOP, System.Nullable`1<System.Int64> PAJMLPFMBEJ)","EJDCNGBEICB.txt","5709","rooms/{0}/subrooms/{1}/move"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> PAENPJCDLNJ(System.Int64 HNHLJONGKHB, System.Int64 FODGKNJIGOP, System.String MMBOKOLAJFH)","EJDCNGBEICB.txt","5099","rooms/{0}/subrooms/{1}/name"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> BBGBOCGJFOP(System.Int64 HNHLJONGKHB, System.Int64 FODGKNJIGOP, System.String MEIIMAIGBJD)","EJDCNGBEICB.txt","6133","rooms/{0}/subrooms/{1}/restoredata"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> ENGFFJGIEGH(System.Int64 HNHLJONGKHB, System.Collections.Generic.IReadOnlyList`1<System.String> LBAOCHFCLPO, System.Collections.Generic.IReadOnlyList`1<System.String> CAFPJPHILMN)","EJDCNGBEICB.txt","3384","rooms/{0}/tags"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> PKDCMMFILPB(System.Int64 HNHLJONGKHB, System.Boolean NFJINCPDPDG)","EJDCNGBEICB.txt","4270","rooms/{0}/voice_chat_encryption"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<PPENFJMFPNE> NPACFDBCHDP(System.Int64 HNHLJONGKHB, GPDIAKNEBKH LEFPAAGGFFA, System.String NLEBEKDHJIJ)","EJDCNGBEICB.txt","3510","rooms/{0}/warning"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KLCOGEIGEBJ>> LMEPPFGPHLA()","EJDCNGBEICB.txt","784","rooms/base"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KLCOGEIGEBJ>> JPNBCKICJIH(System.Collections.Generic.IReadOnlyList`1<System.Int64> HJLOFEGEMHE)","EJDCNGBEICB.txt","319","rooms/bulk"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KLCOGEIGEBJ>> JPNBCKICJIH(System.Collections.Generic.IReadOnlyList`1<System.String> GDDBDIJIBCO)","EJDCNGBEICB.txt","491","rooms/bulk"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KLCOGEIGEBJ>> GBMMJLHIDOK()","EJDCNGBEICB.txt","940","rooms/cheeredby/me"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KLCOGEIGEBJ>> OGIHJJDNPKJ(System.Int32 GKLPIFBPGOD)","EJDCNGBEICB.txt","1073","rooms/createdby/{0}"
"rooms","EJDCNGBEICB","RecRoom.Async.IPromise`1<System.Collections.Generic.List`1<KLCOGEIGEBJ>> MIMNJGKEGMF()","EJDCNGBEICB.txt","823","rooms/createdby/me"
